english17_mp3,1.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,1.0
english17_mp3,1.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,1.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,0.0
english17_mp3,1.0
english17_mp3,1.0
english213_mp3,1.0
english213_mp3,0.0
english213_mp3,1.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,1.0
english213_mp3,1.0
english213_mp3,1.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,1.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,1.0
english213_mp3,1.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,1.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,1.0
english213_mp3,1.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,1.0
english213_mp3,1.0
english213_mp3,1.0
english213_mp3,1.0
english213_mp3,0.0
english213_mp3,0.0
english213_mp3,0.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,0.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english231_mp3,1.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,1.0
english282_mp3,0.0
english282_mp3,1.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,1.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,1.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,1.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,1.0
english282_mp3,0.0
english282_mp3,1.0
english282_mp3,1.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,1.0
english282_mp3,1.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,1.0
english282_mp3,0.0
english282_mp3,0.0
english282_mp3,1.0
english327_mp3,0.0
english327_mp3,1.0
english327_mp3,0.0
english327_mp3,0.0
english327_mp3,0.0
english327_mp3,0.0
english327_mp3,0.0
english327_mp3,1.0
english327_mp3,1.0
english327_mp3,0.0
english327_mp3,0.0
english327_mp3,0.0
english327_mp3,0.0
english327_mp3,0.0
english327_mp3,0.0
english327_mp3,1.0
